Data File,Model,EB,CTX,PDT,Success,Error Message,csv_size,bin_size,compressed_size,sz3_size,zstd_size,is_accurate,compression_time_sz3,compression_time_zstd,compression_time_debug,decompression_time,zstd_error_size,df_entropy,df_min,df_max,df_mean,df_variance,error_entropy,error_min,error_max,error_mean,error_variance,mean_absolute_error,mean_squared_error,RRMSE,RMSE,RMAE
elecdemand,0,1e-06,256,1,True,,167219,70080,43953,59309,59170,skipped,0.07474684715270996,0.015401601791381836,212.19063758850098,0,62944,14.073278037347155,2.8579457,9.345004,4.623154,0.76734567,13.937980106674917,-0.731259,0.452173,-0.013305913,0.008920078,4.6364603,22.265293,0.020630687,0.0004256253,0.11740506
traffic_hourly,0,0.1,256,1,True,,119719,69504,3863,1004,936,skipped,0.03694748878479004,0.11252403259277344,207.62504410743713,0,3500,9.212419470740633,0.0,0.4747,0.04963849,0.003943065,1.1312114491383825,-0.3,0.5,0.020116825,0.011553257,0.09246626,0.010694448,2.2029755,4.8531013,1.4535148
traffic_hourly,0,0.01,256,1,True,,119719,69504,5338,4027,5311,skipped,0.04108428955078125,0.09117627143859863,245.48014497756958,0,5276,9.212419470740633,0.0,0.4747,0.04963849,0.003943065,1.6253721621641049,-0.35,0.37,0.00038785042,0.0014194758,0.050591554,0.0067806505,0.7590466,0.5761517,0.5793541
traffic_hourly,0,0.001,256,1,True,,119719,69504,10754,12549,16378,skipped,0.06821489334106445,0.04077315330505371,259.60122895240784,0,11544,9.212419470740633,0.0,0.4747,0.04963849,0.003943065,3.49234641954565,-0.361,0.389,3.0490606e-05,0.0013296308,0.049608517,0.006701441,0.7345936,0.5396277,0.43669623
elf,0,0.1,256,1,True,,211782,87168,31273,61363,45515,skipped,0.04647994041442871,0.031380653381347656,285.6899950504303,0,35788,14.391305190895606,704.6413,1754.882,1215.3842,34754.977,8.957217250444062,-406.9,187.9,-2.7404811,677.7718,1218.1246,1519046.8,0.021538781,0.00046391907,0.12552315
elf,0,0.01,256,1,True,,211782,87168,38474,73358,56258,skipped,0.05152106285095215,0.029657840728759766,264.8636453151703,0,53329,14.391305190895606,704.6413,1754.882,1215.3842,34754.977,12.012242825577946,-406.97,187.93,-2.7333274,679.0094,1218.1176,1519028.4,0.021557605,0.00046473034,0.12558345
elf,0,0.001,256,1,True,,211782,87168,44818,73358,71299,skipped,0.07260894775390625,0.026505231857299805,263.06035685539246,0,64098,14.391305190895606,704.6413,1754.882,1215.3842,34754.977,13.926275434820905,-406.979,187.937,-2.7333894,678.8704,1218.1176,1519030.0,0.021555427,0.00046463648,0.12557642
subseasonal_precip,0,0.1,256,1,True,,109296,45292,13020,12655,17905,skipped,0.08561038970947266,0.012937545776367188,136.12180614471436,0,14335,13.050602665313644,0.0,325.69043,49.88611,2280.0747,6.666057155085548,-131.7,130.1,0.19955724,82.82279,49.687878,4765.0444,0.18247345,0.03329656,0.31025553
subseasonal_precip,0,0.01,256,1,True,,109296,45292,17381,29681,25135,skipped,0.0891411304473877,0.012491703033447266,135.19495844841003,0,21912,13.050602665313644,0.0,325.69043,49.88611,2280.0747,9.755607685393427,-131.81,130.05,0.20381224,82.8828,49.68243,4764.679,0.18254142,0.033321366,0.31033632
subseasonal_precip,0,0.001,256,1,True,,109296,45292,20922,35902,30832,skipped,0.052178382873535156,0.006737709045410156,140.81779289245605,0,30599,13.050602665313644,0.0,325.69043,49.88611,2280.0747,12.109408271301342,-131.811,130.639,0.20372666,82.86145,49.68239,4765.104,0.18251787,0.03331277,0.3103053
subseasonal_precip,0,0.0001,256,1,True,,109296,45292,26954,35902,35707,skipped,0.06447410583496094,0.005597352981567383,137.17154383659363,0,38145,13.050602665313644,0.0,325.69043,49.88611,2280.0747,13.149740230336114,-131.8103,130.6387,0.20193125,82.87203,49.684174,4765.3154,0.18252872,0.03331673,0.31027868
subseasonal_precip,0,1e-05,256,1,True,,109296,45292,34369,35902,35721,skipped,0.07465887069702148,0.004907131195068359,139.21663761138916,0,41314,13.050602665313644,0.0,325.69043,49.88611,2280.0747,13.35463828361668,-131.81026,130.63876,0.20193507,82.86973,49.684174,4765.2974,0.18252617,0.033315804,0.3102806
